"","CH","sex","Background","variable","value"
"3531",393,"Male","West","Body_Ratio",0.425531914893617
"3532",406,"Male","West","Body_Ratio",0.484848484848485
"3533",211,"Male","West","Body_Ratio",0.452127659574468
"3534",468,"Male","East","Body_Ratio",0.409836065573771
"3535",268,"Male","West","Body_Ratio",0.445026178010471
"3536",482,"Male","West","Body_Ratio",0.394117647058824
"3537",402,"Male","West","Body_Ratio",0.415300546448087
"3538",47,"Male","West","Body_Ratio",0.465968586387435
"3539",343,"Male","East","Body_Ratio",0.371428571428571
"3540",466,"Male","West","Body_Ratio",0.422222222222222
"3541",465,"Male","West","Body_Ratio",0.420212765957447
"3542",388,"Male","West","Body_Ratio",0.445026178010471
"3543",115,"Male","West","Body_Ratio",0.431693989071038
"3544",8,"Male","West","Body_Ratio",0.410810810810811
"3545",492,"Male","West","Body_Ratio",0.427777777777778
"3546",206,"Male","West","Body_Ratio",0.448648648648649
"3547",353,"Male","West","Body_Ratio",0.441489361702128
"3548",472,"Male","West","Body_Ratio",0.432432432432432
"3549",461,"Male","West","Body_Ratio",0.393258426966292
"3550",242,"Male","West","Body_Ratio",0.459459459459459
"3551",341,"Male","West","Body_Ratio",0.432432432432432
"3552",491,"Male","West","Body_Ratio",0.371584699453552
"3553",477,"Male","West","Body_Ratio",0.411111111111111
"3554",157,"Male","West","Body_Ratio",0.418848167539267
"3555",160,"Male","West","Body_Ratio",0.436170212765957
"3556",355,"Male","West","Body_Ratio",0.416184971098266
"3557",408,"Male","West","Body_Ratio",0.446808510638298
"3558",13,"Male","West","Body_Ratio",0.394444444444444
"3559",508,"Male","West","Body_Ratio",0.394444444444444
"3560",386,"Male","West","Body_Ratio",0.448648648648649
"3561",39,"Male","West","Body_Ratio",0.44559585492228
"3562",390,"Male","West","Body_Ratio",0.393258426966292
"3563",482,"Male","West","Body_Ratio",0.432432432432432
"3564",513,"Male","West","Body_Ratio",0.378378378378378
"3565",415,"Male","West","Body_Ratio",0.409574468085106
"3566",40,"Male","West","Body_Ratio",0.430051813471503
"3567",430,"Male","East","Body_Ratio",0.4
"3568",220,"Male","West","Body_Ratio",0.427777777777778
"3569",174,"Male","West","Body_Ratio",0.466321243523316
"3570",409,"Male","West","Body_Ratio",0.405555555555556
"3571",409,"Male","West","Body_Ratio",0.404624277456647
"3572",524,"Male","West","Body_Ratio",0.420765027322404
"3573",501,"Male","West","Body_Ratio",0.432432432432432
"3574",454,"Male","West","Body_Ratio",0.394594594594595
"3575",375,"Male","West","Body_Ratio",0.421348314606742
"3576",98,"Male","East","Body_Ratio",0.455958549222798
"3577",423,"Male","West","Body_Ratio",0.457446808510638
"3578",480,"Male","West","Body_Ratio",0.414893617021277
"3579",456,"Male","West","Body_Ratio",0.443243243243243
"3580",385,"Male","East","Body_Ratio",0.394285714285714
"3581",491,"Male","West","Body_Ratio",0.441489361702128
"3582",171,"Male","West","Body_Ratio",0.421348314606742
"3583",313,"Male","West","Body_Ratio",0.484848484848485
"3584",70,"Male","West","Body_Ratio",0.427745664739884
"3585",354,"Male","West","Body_Ratio",0.421621621621622
"3586",450,"Male","West","Body_Ratio",0.416666666666667
"3587",496,"Male","West","Body_Ratio",0.409574468085106
"3588",328,"Male","East","Body_Ratio",0.448648648648649
"3589",539,"Male","West","Body_Ratio",0.430851063829787
"3590",553,"Male","West","Body_Ratio",0.393258426966292
"3591",381,"Male","West","Body_Ratio",0.466321243523316
"3592",502,"Male","West","Body_Ratio",0.427777777777778
"3593",558,"Male","West","Body_Ratio",0.398936170212766
"3594",301,"Male","West","Body_Ratio",0.389189189189189
"3595",119,"Male","West","Body_Ratio",0.471502590673575
"3596",278,"Male","East","Body_Ratio",0.404371584699454
"3597",306,"Male","West","Body_Ratio",0.437158469945355
"3598",398,"Male","West","Body_Ratio",0.430051813471503
"3599",243,"Male","West","Body_Ratio",0.409836065573771
"3600",472,"Male","West","Body_Ratio",0.437158469945355
"3601",568,"Male","East","Body_Ratio",0.39344262295082
"3602",536,"Male","West","Body_Ratio",0.44559585492228
"3603",570,"Male","West","Body_Ratio",0.421621621621622
"3604",522,"Male","West","Body_Ratio",0.460674157303371
"3605",543,"Male","West","Body_Ratio",0.383783783783784
"3606",508,"Male","West","Body_Ratio",0.409836065573771
"3607",565,"Male","West","Body_Ratio",0.43979057591623
"3608",567,"Male","West","Body_Ratio",0.426229508196721
"3609",576,"Male","East","Body_Ratio",0.421965317919075
"3610",561,"Male","West","Body_Ratio",0.398907103825137
"3611",287,"Male","West","Body_Ratio",0.382022471910112
"3612",552,"Male","West","Body_Ratio",0.460732984293194
"3613",563,"Male","West","Body_Ratio",0.398907103825137
"3614",584,"Male","West","Body_Ratio",0.382022471910112
"3615",349,"Male","West","Body_Ratio",0.393258426966292
"3616",590,"Male","West","Body_Ratio",0.378787878787879
"3617",585,"Male","West","Body_Ratio",0.405555555555556
"3618",492,"Male","East","Body_Ratio",0.416666666666667
"3619",568,"Male","West","Body_Ratio",0.437837837837838
"3620",150,"Male","West","Body_Ratio",0.438775510204082
"3621",442,"Male","West","Body_Ratio",0.404371584699454
"3622",598,"Male","West","Body_Ratio",0.474489795918367
"3623",339,"Male","West","Body_Ratio",0.432432432432432
"3624",574,"Male","West","Body_Ratio",0.425531914893617
"3625",591,"Male","West","Body_Ratio",0.371727748691099
"3626",599,"Male","West","Body_Ratio",0.410112359550562
"3627",600,"Male","West","Body_Ratio",0.411764705882353
"3628",585,"Male","West","Body_Ratio",0.405555555555556
"3629",495,"Male","West","Body_Ratio",0.378378378378378
"3630",454,"Male","West","Body_Ratio",0.405405405405405
"3631",427,"Male","West","Body_Ratio",0.388888888888889
"3632",611,"Male","West","Body_Ratio",0.425531914893617
"3633",285,"Male","West","Body_Ratio",0.426229508196721
"3634",2,"Male","West","Body_Ratio",0.446808510638298
"3635",349,"Male","West","Body_Ratio",0.427777777777778
"3636",523,"Male","West","Body_Ratio",0.378238341968912
"3637",7,"Male","West","Body_Ratio",0.433155080213904
"3638",601,"Male","East","Body_Ratio",0.346820809248555
"3639",332,"Male","West","Body_Ratio",0.45273631840796
"3640",497,"Male","West","Body_Ratio",0.437158469945355
"3641",518,"Male","East","Body_Ratio",0.355555555555556
"3642",625,"Male","West","Body_Ratio",0.437158469945355
"3643",623,"Male","West","Body_Ratio",0.441489361702128
"3644",426,"Male","East","Body_Ratio",0.38860103626943
"3645",442,"Male","West","Body_Ratio",0.421621621621622
"3646",589,"Male","West","Body_Ratio",0.434285714285714
"3647",538,"Male","West","Body_Ratio",0.408376963350785
"3648",635,"Male","West","Body_Ratio",0.452127659574468
"3649",394,"Male","West","Body_Ratio",0.443243243243243
"3650",518,"Male","West","Body_Ratio",0.408376963350785
"3651",638,"Male","West","Body_Ratio",0.454081632653061
"3652",489,"Male","West","Body_Ratio",0.388571428571429
"3653",574,"Male","West","Body_Ratio",0.419689119170984
"3654",386,"Male","West","Body_Ratio",0.444444444444444
"3655",470,"Male","West","Body_Ratio",0.448087431693989
"3656",503,"Male","West","Body_Ratio",0.408163265306122
"3657",645,"Male","West","Body_Ratio",0.414507772020725
"3658",631,"Male","West","Body_Ratio",0.445026178010471
"3659",494,"Male","West","Body_Ratio",0.481675392670157
"3660",519,"Male","West","Body_Ratio",0.455555555555556
"3661",135,"Male","West","Body_Ratio",0.433526011560694
"3662",259,"Male","West","Body_Ratio",0.436170212765957
"3663",650,"Male","West","Body_Ratio",0.371584699453552
"3664",258,"Male","West","Body_Ratio",0.398936170212766
"3665",530,"Male","West","Body_Ratio",0.37696335078534
"3666",538,"Male","West","Body_Ratio",0.371584699453552
"3667",458,"Male","West","Body_Ratio",0.409836065573771
"3668",56,"Male","West","Body_Ratio",0.426229508196721
"3669",332,"Male","West","Body_Ratio",0.4
"3670",663,"Male","East","Body_Ratio",0.439306358381503
"3671",198,"Male","West","Body_Ratio",0.427777777777778
"3672",666,"Male","West","Body_Ratio",0.425531914893617
"3673",103,"Male","West","Body_Ratio",0.404494382022472
"3674",566,"Male","West","Body_Ratio",0.393063583815029
"3675",530,"Male","West","Body_Ratio",0.425531914893617
"3676",641,"Male","West","Body_Ratio",0.414893617021277
"3677",558,"Male","West","Body_Ratio",0.436170212765957
"3678",392,"Male","West","Body_Ratio",0.432432432432432
"3679",217,"Male","West","Body_Ratio",0.387978142076503
"3680",617,"Male","East","Body_Ratio",0.378378378378378
"3681",194,"Male","West","Body_Ratio",0.436170212765957
"3682",264,"Male","West","Body_Ratio",0.426229508196721
"3683",461,"Male","West","Body_Ratio",0.370588235294118
"3684",679,"Male","West","Body_Ratio",0.428571428571429
"3685",538,"Male","West","Body_Ratio",0.4
"3686",479,"Male","West","Body_Ratio",0.414507772020725
"3687",685,"Male","West","Body_Ratio",0.421621621621622
"3688",279,"Male","West","Body_Ratio",0.449438202247191
"3689",688,"Male","West","Body_Ratio",0.415300546448087
"3690",132,"Male","West","Body_Ratio",0.489795918367347
"3691",62,"Male","West","Body_Ratio",0.482758620689655
"3692",558,"Male","West","Body_Ratio",0.4
"3693",535,"Male","West","Body_Ratio",0.435233160621762
"3694",569,"Male","West","Body_Ratio",0.409836065573771
"3695",434,"Male","East","Body_Ratio",0.444444444444444
"3696",201,"Male","West","Body_Ratio",0.452127659574468
"3697",582,"Male","West","Body_Ratio",0.460674157303371
"3698",637,"Male","West","Body_Ratio",0.449438202247191
"3699",692,"Male","West","Body_Ratio",0.452127659574468
"3700",691,"Male","West","Body_Ratio",0.459016393442623
"3701",693,"Male","West","Body_Ratio",0.420765027322404
"3702",595,"Male","West","Body_Ratio",0.456310679611651
"3703",145,"Male","West","Body_Ratio",0.494897959183673
"3704",540,"Male","West","Body_Ratio",0.418848167539267
"3705",635,"Male","West","Body_Ratio",0.481081081081081
"3706",188,"Male","West","Body_Ratio",0.427027027027027
"3707",50,"Male","West","Body_Ratio",0.416216216216216
"3708",688,"Male","West","Body_Ratio",0.378378378378378
"3709",508,"Male","East","Body_Ratio",0.33879781420765
"3710",48,"Male","West","Body_Ratio",0.398936170212766
"3711",719,"Male","West","Body_Ratio",0.443243243243243
"3712",699,"Male","West","Body_Ratio",0.448648648648649
"3713",455,"Male","West","Body_Ratio",0.393258426966292
"3714",602,"Male","West","Body_Ratio",0.388888888888889
"3715",563,"Male","West","Body_Ratio",0.404494382022472
"3716",672,"Male","West","Body_Ratio",0.427027027027027
"3717",721,"Male","West","Body_Ratio",0.388235294117647
"3718",531,"Male","East","Body_Ratio",0.416666666666667
"3719",436,"Male","West","Body_Ratio",0.429319371727749
"3720",576,"Male","East","Body_Ratio",0.437158469945355
"3721",644,"Male","West","Body_Ratio",0.467980295566502
"3722",445,"Male","West","Body_Ratio",0.43455497382199
"3723",695,"Male","West","Body_Ratio",0.398907103825137
"3724",529,"Male","West","Body_Ratio",0.466666666666667
"3725",377,"Male","West","Body_Ratio",0.445026178010471
"3726",664,"Male","West","Body_Ratio",0.416666666666667
"3727",624,"Male","West","Body_Ratio",0.445026178010471
"3728",587,"Male","East","Body_Ratio",0.420765027322404
"3729",33,"Male","East","Body_Ratio",0.431693989071038
"3730",751,"Male","West","Body_Ratio",0.387640449438202
"3731",733,"Male","West","Body_Ratio",0.393258426966292
"3732",568,"Male","West","Body_Ratio",0.377777777777778
"3733",226,"Male","West","Body_Ratio",0.452127659574468
"3734",202,"Male","West","Body_Ratio",0.427777777777778
"3735",532,"Male","West","Body_Ratio",0.414507772020725
"3736",762,"Male","West","Body_Ratio",0.43979057591623
"3737",328,"Male","West","Body_Ratio",0.432432432432432
"3738",763,"Male","East","Body_Ratio",0.393258426966292
"3739",359,"Male","West","Body_Ratio",0.414893617021277
"3740",378,"Male","East","Body_Ratio",0.39344262295082
"3741",773,"Male","West","Body_Ratio",0.432432432432432
"3742",689,"Male","West","Body_Ratio",0.427777777777778
"3743",159,"Male","West","Body_Ratio",0.4
"3744",775,"Male","West","Body_Ratio",0.452127659574468
"3745",602,"Male","West","Body_Ratio",0.4
"3746",390,"Male","West","Body_Ratio",0.442622950819672
"3747",641,"Male","West","Body_Ratio",0.468085106382979
"3748",684,"Male","West","Body_Ratio",0.428571428571429
"3749",676,"Male","West","Body_Ratio",0.421621621621622
"3750",795,"Male","East","Body_Ratio",0.369942196531792
"3751",796,"Male","West","Body_Ratio",0.35
"3752",610,"Male","East","Body_Ratio",0.388571428571429
"3753",261,"Male","East","Body_Ratio",0.427777777777778
"3754",356,"Male","West","Body_Ratio",0.437158469945355
"3755",804,"Male","West","Body_Ratio",0.425531914893617
"3756",804,"Male","West","Body_Ratio",0.409836065573771
"3757",531,"Male","West","Body_Ratio",0.435233160621762
"3758",640,"Male","West","Body_Ratio",0.411111111111111
"3759",803,"Male","East","Body_Ratio",0.431693989071038
"3760",756,"Male","West","Body_Ratio",0.398907103825137
"3761",661,"Male","West","Body_Ratio",0.411111111111111
"3762",20,"Male","West","Body_Ratio",0.443243243243243
"3763",387,"Male","West","Body_Ratio",0.425531914893617
"3764",823,"Male","East","Body_Ratio",0.416666666666667
"3765",618,"Male","West","Body_Ratio",0.444444444444444
"3766",202,"Male","West","Body_Ratio",0.444444444444444
"3767",777,"Male","West","Body_Ratio",0.426229508196721
"3768",466,"Male","West","Body_Ratio",0.419689119170984
"3769",742,"Male","West","Body_Ratio",0.415300546448087
"3770",829,"Male","West","Body_Ratio",0.425531914893617
"3771",161,"Male","West","Body_Ratio",0.512315270935961
"3772",445,"Male","West","Body_Ratio",0.468085106382979
"3773",825,"Male","East","Body_Ratio",0.393939393939394
"3774",706,"Male","West","Body_Ratio",0.445026178010471
"3775",743,"Male","West","Body_Ratio",0.416216216216216
"3776",837,"Male","West","Body_Ratio",0.469945355191257
"3777",9,"Male","West","Body_Ratio",0.469945355191257
"3778",279,"Male","West","Body_Ratio",0.388888888888889
"3779",14,"Male","West","Body_Ratio",0.463054187192118
"3780",847,"Male","East","Body_Ratio",0.388888888888889
"3781",838,"Male","West","Body_Ratio",0.4
"3782",200,"Male","West","Body_Ratio",0.405555555555556
"3783",298,"Male","East","Body_Ratio",0.437158469945355
"3784",245,"Male","West","Body_Ratio",0.377777777777778
"3785",638,"Male","East","Body_Ratio",0.355191256830601
"3786",514,"Male","East","Body_Ratio",0.388571428571429
"3787",348,"Male","West","Body_Ratio",0.392670157068063
"3788",230,"Male","West","Body_Ratio",0.447368421052632
"3789",680,"Male","West","Body_Ratio",0.469387755102041
"3790",255,"Male","West","Body_Ratio",0.437158469945355
"3791",503,"Male","West","Body_Ratio",0.415300546448087
"3792",820,"Male","West","Body_Ratio",0.460732984293194
"3793",786,"Male","West","Body_Ratio",0.409090909090909
"3794",559,"Male","West","Body_Ratio",0.416216216216216
"3795",487,"Male","West","Body_Ratio",0.39344262295082
"3796",885,"Male","West","Body_Ratio",0.437837837837838
"3797",146,"Male","West","Body_Ratio",0.437158469945355
"3798",887,"Male","West","Body_Ratio",0.426966292134831
"3799",733,"Male","West","Body_Ratio",0.408376963350785
"3800",239,"Male","West","Body_Ratio",0.327868852459016
"3801",598,"Male","West","Body_Ratio",0.460732984293194
"3802",679,"Male","East","Body_Ratio",0.430851063829787
"3803",438,"Male","West","Body_Ratio",0.446808510638298
"3804",813,"Male","West","Body_Ratio",0.437158469945355
"3805",360,"Male","West","Body_Ratio",0.4
"3806",174,"Male","West","Body_Ratio",0.450261780104712
"3807",898,"Male","West","Body_Ratio",0.426229508196721
"3808",872,"Male","West","Body_Ratio",0.436170212765957
"3809",676,"Male","West","Body_Ratio",0.393063583815029
"3810",522,"Male","West","Body_Ratio",0.417142857142857
"3811",760,"Male","West","Body_Ratio",0.345945945945946
"3812",906,"Male","West","Body_Ratio",0.450261780104712
"3813",892,"Male","West","Body_Ratio",0.393258426966292
"3814",908,"Male","West","Body_Ratio",0.513513513513513
"3815",812,"Male","West","Body_Ratio",0.371584699453552
"3816",871,"Male","West","Body_Ratio",0.437837837837838
"3817",214,"Male","West","Body_Ratio",0.432432432432432
"3818",912,"Male","West","Body_Ratio",0.434343434343434
"3819",235,"Male","West","Body_Ratio",0.398936170212766
"3820",484,"Male","West","Body_Ratio",0.430851063829787
"3821",12,"Male","West","Body_Ratio",0.4
"3822",393,"Male","West","Body_Ratio",0.393258426966292
"3823",487,"Male","West","Body_Ratio",0.433333333333333
"3824",887,"Male","West","Body_Ratio",0.440414507772021
"3825",879,"Male","East","Body_Ratio",0.393258426966292
"3826",623,"Male","West","Body_Ratio",0.469387755102041
"3827",929,"Male","East","Body_Ratio",0.382857142857143
"3828",787,"Male","West","Body_Ratio",0.409836065573771
"3829",749,"Male","West","Body_Ratio",0.440414507772021
"3830",737,"Male","West","Body_Ratio",0.444444444444444
"3831",756,"Male","West","Body_Ratio",0.405405405405405
"3832",886,"Male","East","Body_Ratio",0.398963730569948
"3833",941,"Male","West","Body_Ratio",0.426229508196721
"3834",219,"Male","West","Body_Ratio",0.452127659574468
"3835",365,"Male","East","Body_Ratio",0.398936170212766
"3836",229,"Male","West","Body_Ratio",0.436170212765957
"3837",605,"Male","West","Body_Ratio",0.394444444444444
"3838",914,"Male","West","Body_Ratio",0.388888888888889
"3839",592,"Male","West","Body_Ratio",0.418848167539267
"3840",676,"Male","West","Body_Ratio",0.424870466321244
"3841",42,"Male","West","Body_Ratio",0.518134715025907
"3842",957,"Male","West","Body_Ratio",0.403141361256544
"3843",956,"Male","West","Body_Ratio",0.457446808510638
"3844",660,"Male","West","Body_Ratio",0.44
"3845",574,"Male","East","Body_Ratio",0.4
"3846",958,"Male","East","Body_Ratio",0.371428571428571
"3847",957,"Male","West","Body_Ratio",0.418848167539267
"3848",609,"Male","West","Body_Ratio",0.450261780104712
"3849",540,"Male","West","Body_Ratio",0.420765027322404
"3850",560,"Male","West","Body_Ratio",0.415730337078652
"3851",575,"Male","West","Body_Ratio",0.404371584699454
"3852",21,"Male","West","Body_Ratio",0.461139896373057
"3853",83,"Male","East","Body_Ratio",0.405405405405405
"3854",693,"Male","East","Body_Ratio",0.418848167539267
"3855",813,"Male","West","Body_Ratio",0.436170212765957
"3856",465,"Male","West","Body_Ratio",0.393258426966292
"3857",694,"Male","West","Body_Ratio",0.382978723404255
"3858",726,"Male","West","Body_Ratio",0.432432432432432
"3859",913,"Male","East","Body_Ratio",0.388235294117647
"3860",686,"Male","West","Body_Ratio",0.461139896373057
"3861",844,"Male","West","Body_Ratio",0.388888888888889
"3862",980,"Male","West","Body_Ratio",0.446808510638298
"3863",65,"Male","West","Body_Ratio",0.431693989071038
"3864",335,"Male","East","Body_Ratio",0.421348314606742
"3865",455,"Male","West","Body_Ratio",0.411111111111111
"3866",449,"Male","West","Body_Ratio",0.425531914893617
"3867",468,"Male","West","Body_Ratio",0.426229508196721
"3868",287,"Male","East","Body_Ratio",0.404371584699454
"3869",68,"Male","West","Body_Ratio",0.428571428571429
"3870",395,"Male","East","Body_Ratio",0.425531914893617
"3871",996,"Male","East","Body_Ratio",0.445714285714286
"3872",555,"Male","West","Body_Ratio",0.367567567567568
"3873",1010,"Male","West","Body_Ratio",0.445026178010471
"3874",1009,"Male","West","Body_Ratio",0.337142857142857
"3875",509,"Male","East","Body_Ratio",0.387640449438202
"3876",440,"Male","West","Body_Ratio",0.474489795918367
"3877",183,"Male","West","Body_Ratio",0.445026178010471
"3878",876,"Male","East","Body_Ratio",0.480874316939891
"3879",594,"Male","West","Body_Ratio",0.433673469387755
"3880",102,"Male","East","Body_Ratio",0.417142857142857
"3881",26,"Male","West","Body_Ratio",0.444444444444444
"3882",998,"Male","East","Body_Ratio",0.420212765957447
"3883",606,"Male","West","Body_Ratio",0.404371584699454
"3884",283,"Male","West","Body_Ratio",0.466321243523316
"3885",13,"Male","West","Body_Ratio",0.421621621621622
"3886",1027,"Male","East","Body_Ratio",0.378378378378378
"3887",1038,"Male","West","Body_Ratio",0.464285714285714
"3888",1040,"Male","West","Body_Ratio",0.433333333333333
"3889",1013,"Male","East","Body_Ratio",0.4
"3890",1012,"Male","West","Body_Ratio",0.404494382022472
"3891",694,"Male","West","Body_Ratio",0.388297872340426
"3892",489,"Male","West","Body_Ratio",0.420212765957447
"3893",990,"Male","West","Body_Ratio",0.429319371727749
"3894",759,"Male","West","Body_Ratio",0.409836065573771
"3895",1026,"Male","West","Body_Ratio",0.462686567164179
"3896",738,"Male","West","Body_Ratio",0.375722543352601
"3897",1052,"Male","West","Body_Ratio",0.377777777777778
"3898",459,"Male","West","Body_Ratio",0.435233160621762
"3899",68,"Male","West","Body_Ratio",0.425531914893617
"3900",405,"Male","West","Body_Ratio",0.405882352941176
"3901",377,"Male","West","Body_Ratio",0.440414507772021
"3902",340,"Male","West","Body_Ratio",0.4
"3903",327,"Male","West","Body_Ratio",0.444444444444444
"3904",25,"Male","West","Body_Ratio",0.398907103825137
"3905",986,"Male","West","Body_Ratio",0.388297872340426
"3906",625,"Male","West","Body_Ratio",0.388888888888889
"3907",870,"Male","East","Body_Ratio",0.387640449438202
"3908",672,"Male","West","Body_Ratio",0.432432432432432
"3909",750,"Male","West","Body_Ratio",0.409836065573771
"3910",1074,"Male","West","Body_Ratio",0.387640449438202
"3911",954,"Male","West","Body_Ratio",0.491803278688525
"3912",35,"Male","West","Body_Ratio",0.404494382022472
"3913",839,"Male","West","Body_Ratio",0.369942196531792
"3914",753,"Male","East","Body_Ratio",0.448648648648649
"3915",962,"Male","West","Body_Ratio",0.395480225988701
"3916",537,"Male","West","Body_Ratio",0.448648648648649
"3917",548,"Male","West","Body_Ratio",0.432432432432432
"3918",244,"Male","West","Body_Ratio",0.4
"3919",605,"Male","East","Body_Ratio",0.452127659574468
"3920",815,"Male","West","Body_Ratio",0.426229508196721
"3921",639,"Male","West","Body_Ratio",0.417142857142857
"3922",830,"Male","West","Body_Ratio",0.4
"3923",848,"Male","West","Body_Ratio",0.429319371727749
"3924",956,"Male","East","Body_Ratio",0.43455497382199
"3925",551,"Male","West","Body_Ratio",0.44559585492228
"3926",323,"Male","West","Body_Ratio",0.441489361702128
"3927",1101,"Male","West","Body_Ratio",0.450261780104712
"3928",167,"Male","West","Body_Ratio",0.422857142857143
"3929",977,"Male","West","Body_Ratio",0.464285714285714
"3930",1051,"Male","West","Body_Ratio",0.437837837837838
"3931",867,"Male","West","Body_Ratio",0.39344262295082
"3932",1048,"Male","West","Body_Ratio",0.409574468085106
"3933",606,"Male","West","Body_Ratio",0.411428571428571
"3934",477,"Male","West","Body_Ratio",0.431693989071038
"3935",724,"Male","West","Body_Ratio",0.361111111111111
"3936",545,"Male","East","Body_Ratio",0.4
"3937",184,"Male","West","Body_Ratio",0.473404255319149
"3938",988,"Male","West","Body_Ratio",0.46969696969697
"3939",464,"Male","West","Body_Ratio",0.411111111111111
"3940",575,"Male","West","Body_Ratio",0.383838383838384
"3941",43,"Male","West","Body_Ratio",0.442622950819672
"3942",117,"Male","West","Body_Ratio",0.431693989071038
"3943",1131,"Male","West","Body_Ratio",0.388888888888889
"3944",1067,"Male","West","Body_Ratio",0.460674157303371
"3945",1142,"Male","West","Body_Ratio",0.411111111111111
"3946",52,"Male","West","Body_Ratio",0.459459459459459
"3947",465,"Male","West","Body_Ratio",0.448087431693989
"3948",1088,"Male","West","Body_Ratio",0.4
"3949",1157,"Male","West","Body_Ratio",0.421965317919075
"3950",236,"Male","West","Body_Ratio",0.427777777777778
"3951",1154,"Male","West","Body_Ratio",0.416216216216216
"3952",1132,"Male","West","Body_Ratio",0.449197860962567
"3953",877,"Male","East","Body_Ratio",0.428571428571429
"3954",1173,"Male","East","Body_Ratio",0.4
"3955",1093,"Male","West","Body_Ratio",0.388888888888889
"3956",951,"Male","West","Body_Ratio",0.411428571428571
"3957",1014,"Male","East","Body_Ratio",0.411111111111111
"3958",294,"Male","East","Body_Ratio",0.410112359550562
"3959",431,"Male","West","Body_Ratio",0.355191256830601
"3960",239,"Male","West","Body_Ratio",0.39344262295082
"3961",571,"Male","West","Body_Ratio",0.455958549222798
"3962",257,"Male","East","Body_Ratio",0.437837837837838
"3963",1187,"Male","West","Body_Ratio",0.44559585492228
"3964",858,"Male","West","Body_Ratio",0.457446808510638
"3965",1173,"Male","West","Body_Ratio",0.371584699453552
"3966",1070,"Male","West","Body_Ratio",0.410112359550562
"3967",601,"Male","West","Body_Ratio",0.420212765957447
"3968",960,"Male","West","Body_Ratio",0.436170212765957
"3969",609,"Male","West","Body_Ratio",0.398963730569948
"3970",323,"Male","West","Body_Ratio",0.393617021276596
"3971",704,"Male","West","Body_Ratio",0.535714285714286
"3972",304,"Male","West","Body_Ratio",0.432432432432432
"3973",1208,"Male","West","Body_Ratio",0.371428571428571
"3974",935,"Male","West","Body_Ratio",0.410810810810811
"3975",1217,"Male","West","Body_Ratio",0.382352941176471
"3976",1210,"Male","West","Body_Ratio",0.437158469945355
"3977",956,"Male","East","Body_Ratio",0.388571428571429
"3978",1030,"Male","West","Body_Ratio",0.421348314606742
"3979",179,"Male","West","Body_Ratio",0.435233160621762
"3980",1226,"Male","West","Body_Ratio",0.446808510638298
"3981",393,"Male","East","Body_Ratio",0.444444444444444
"3982",1234,"Male","West","Body_Ratio",0.372222222222222
"3983",1147,"Male","East","Body_Ratio",0.449438202247191
"3984",637,"Male","West","Body_Ratio",0.446808510638298
"3985",1223,"Male","West","Body_Ratio",0.433333333333333
"3986",919,"Male","West","Body_Ratio",0.433333333333333
"3987",839,"Male","West","Body_Ratio",0.431693989071038
"3988",403,"Male","West","Body_Ratio",0.437158469945355
"3989",568,"Male","West","Body_Ratio",0.454545454545455
"3990",1238,"Male","East","Body_Ratio",0.393258426966292
"3991",209,"Male","West","Body_Ratio",0.420765027322404
"3992",1248,"Male","East","Body_Ratio",0.417177914110429
"3993",154,"Male","West","Body_Ratio",0.398936170212766
"3994",650,"Male","West","Body_Ratio",0.405405405405405
"3995",255,"Male","West","Body_Ratio",0.43455497382199
"3996",756,"Male","West","Body_Ratio",0.444444444444444
"3997",1041,"Male","West","Body_Ratio",0.4
"3998",1008,"Male","West","Body_Ratio",0.48936170212766
"3999",206,"Male","West","Body_Ratio",0.423529411764706
"4000",1078,"Male","West","Body_Ratio",0.4
"4001",1179,"Male","West","Body_Ratio",0.414893617021277
"4002",873,"Male","West","Body_Ratio",0.393258426966292
"4003",481,"Male","West","Body_Ratio",0.437158469945355
"4004",674,"Male","West","Body_Ratio",0.475675675675676
"4005",1212,"Male","West","Body_Ratio",0.49738219895288
"4006",1225,"Male","East","Body_Ratio",0.475675675675676
"4007",918,"Male","West","Body_Ratio",0.398963730569948
"4008",763,"Male","West","Body_Ratio",0.486486486486487
"4009",228,"Male","West","Body_Ratio",0.410810810810811
"4010",443,"Male","West","Body_Ratio",0.450867052023121
"4011",363,"Male","West","Body_Ratio",0.43979057591623
"4012",185,"Male","West","Body_Ratio",0.410112359550562
"4013",695,"Male","West","Body_Ratio",0.382857142857143
"4014",992,"Male","West","Body_Ratio",0.420765027322404
"4015",795,"Male","East","Body_Ratio",0.46448087431694
"4016",510,"Male","West","Body_Ratio",0.436170212765957
"4017",842,"Male","East","Body_Ratio",0.426966292134831
"4018",600,"Male","West","Body_Ratio",0.459459459459459
"4019",8,"Male","West","Body_Ratio",0.437158469945355
"4020",281,"Male","West","Body_Ratio",0.409836065573771
"4021",1066,"Male","West","Body_Ratio",0.461139896373057
"4022",433,"Male","West","Body_Ratio",0.437158469945355
"4023",850,"Male","West","Body_Ratio",0.422222222222222
"4024",514,"Male","West","Body_Ratio",0.355555555555556
"4025",820,"Male","West","Body_Ratio",0.49468085106383
"4026",1330,"Male","West","Body_Ratio",0.442622950819672
"4027",276,"Male","West","Body_Ratio",0.415730337078652
"4028",1333,"Male","East","Body_Ratio",0.416666666666667
"4029",823,"Male","West","Body_Ratio",0.420765027322404
"4030",770,"Male","West","Body_Ratio",0.398876404494382
